,"@FIXME: "
"Search Term with such search query already exists.","Đã có từ khóa tìm kiếm với truy vấn tìm kiếm như vậy."
"Search Term with such search query already exist.","@FIXME: Tìm kiếm hạn với truy vấn tìm kiếm như vậy đã tồn tại."
"Search Term with such search query already exists.","Đã có từ khóa tìm kiếm với truy vấn tìm kiếm như vậy."
Search,"Tìm kiếm"
"Search was successfully deleted","@FIXME: Tìm kiếm đã được xóa thành công"
"Search Weight","@FIXME: Tìm kiếm trọng lượng"
"See price before order confirmation.","Xem giá trước khi xác nhận đặt hàng."
"See price before order confirmation.","Xem giá trước khi xác nhận đặt hàng."
"select all","chọn tất cả"
"select all","chọn tất cả"
"Select Category...","Chọn nhóm sản phẩm..."
"Select Category...","Chọn nhóm sản phẩm..."
"Select Configurable Attributes ","Chọn các thuộc tính cấu hình "
"Select Configurable Attributes ","Chọn các thuộc tính cấu hình "
"Selected configuration is not available.","Không nhận được cấu hình được chọn."
"Selected configuration is not available.","Không nhận được cấu hình được chọn."
"Selected Product Types","Các loại sản phẩm được chọn"
"Selected Product Types","Các loại sản phẩm được chọn"
"Select Product...","Chọn sản phẩm..."
"Select Product...","Chọn sản phẩm..."
"Select type of option","Chọn loại tùy chọn"
"Select type of option","Chọn loại tùy chọn"
"Select type options required values rows.","Chọn các loại tùy chọn yêu cầu các dòng giá trị."
"Select type options required values rows.","Chọn các loại tùy chọn yêu cầu các dòng giá trị."
"Send Count","Số lượng gửi"
"Send Count","Số lượng gửi"
"Set Ascending Direction","Sắp xếp theo hướng tăng dần"
"Set Ascending Direction","Sắp xếp theo hướng tăng dần"
"Set Descending Direction","Sắp xếp theo hướng giảm dần"
"Set Descending Direction","Sắp xếp theo hướng giảm dần"
"Set/Get current store view","Thiết lập/ Nhận không gian cửa hàng hiện tại"
"Set/Get current store view","Thiết lập/ Nhận không gian cửa hàng hiện tại"
"Set Name","Đặt tên"
"Set Name","Đặt tên"
"Set Root Category for Store","Thiết lập nhóm sản phẩm gốc cho cửa hàng"
"Set Root Category For Store","@FIXME: Đặt mục gốc Đối với cửa hàng"
"Set Root Category for Store","Thiết lập nhóm sản phẩm gốc cho cửa hàng"
"Set root category for this store in the <a href=""%s"">configuration</a>","Thiết lập nhóm sản phẩm gốc cho cửa hàng này trong <a href=""%s"">cấu hình</a>"
"Set root category for this store in the <a href=""%s"">configuration</a>","Thiết lập nhóm sản phẩm gốc cho cửa hàng này trong <a href=""%s"">cấu hình</a>"
"Set special price","Đặt giá đặc biệt"
"Set special price","Đặt giá đặc biệt"
Settings,"Các thiết lập"
Settings,"Các thiết lập"
"Shop By","Mua sắm theo"
"Shop by","@FIXME: Mua theo"
"Shop By","Mua sắm theo"
"Shopping Options","Tùy chọn mua sắm"
"Shopping Options","Tùy chọn mua sắm"
"Short Description","@FIXME: Mô tả ngắn"
"Show Details","Xem chi tiết"
"Show Details","Xem chi tiết"
Show,Xem
"Show Tags","Hiển thị các thẻ"
"Show Tags","Hiển thị các thẻ"
Show,Xem
"Simple Product","Sản phẩm đơn giản"
"Simple Product","Sản phẩm đơn giản"
Sitemap,"@FIXME: Sơ đồ trang web"
Sitemap,"@FIXME: Sơ đồ trang web"
"Site Map",Sitemap
"Site Map",Sitemap
"%s Item(s)","%s Mục"
"%s Item(s)","%s Mục"
"%s Item(s)","%s Mục"
"Skip import row, is not valid value ""%s"" for field ""%s""","Bỏ qua dòng nhập vào, giá trị ""%s"" cho trường ""%s"" không hợp lệ"
"Skip import row, is not valid value ""%s"" for field ""%s""","Bỏ qua dòng nhập vào, giá trị ""%s"" cho trường ""%s"" không hợp lệ"
"Skip import row, required field ""%s"" for new customer not defined",@TODO
"Skip import row, required field ""%s"" for new products not defined",@TODO
"Skip import row, required field ""%s"" for the new customer is not defined.","Bỏ qua dòng nhập vào, trường được yêu cầu ""%s"" cho khách hàng mới không được xác định"
"Skip import row, required field ""%s"" for the new customer is not defined.","Bỏ qua dòng nhập vào, trường được yêu cầu ""%s"" cho khách hàng mới không được xác định"
"Skip import row, required field ""%s"" not defined",@TODO
"Skip import row, store ""%s"" field not exists","Bỏ qua dòng nhập vào, trường cửa hàng ""%s"" không tồn tại //Thêm dòng này"
"Skip import row, store ""%s"" field not exists","Bỏ qua dòng nhập vào, trường cửa hàng ""%s"" không tồn tại //Thêm dòng này"
"Skip import row, the value ""%s"" is invalid for field ""%s""","Bỏ qua dòng nhập vào, giá trị ""%s"" cho trường ""%s"" không hợp lệ"
"Skip import row, the value ""%s"" is invalid for field ""%s""","Bỏ qua dòng nhập vào, giá trị ""%s"" cho trường ""%s"" không hợp lệ"
"Skipping import row, required field ""%s"" for new products is not defined.","Bỏ qua dòng nhập vào, trường được yêu cầu ""%s"" cho các sản phẩm mới không được xác định"
"Skipping import row, required field ""%s"" for new products is not defined.","Bỏ qua dòng nhập vào, trường được yêu cầu ""%s"" cho các sản phẩm mới không được xác định"
"Skipping import row, required field ""%s"" is not defined.",@TODO
"Skipping import row, required field ""%s"" is not defined.",@TODO
"Skipping import row, store ""%s"" field does not exist.",@TODO
"Skipping import row, store ""%s"" field does not exist.",@TODO
"Skipping import row, the value ""%s"" is not valid for the ""%s"" field.","Bỏ qua dòng nhập vào, giá trị ""%s"" cho trường ""%s"" không hợp lệ"
"Skipping import row, the value ""%s"" is not valid for the ""%s"" field.","Bỏ qua dòng nhập vào, giá trị ""%s"" cho trường ""%s"" không hợp lệ"
"SKU length should be %s characters maximum.","Mã sản phẩm nên có tối đa %s ký tự."
"SKU length should be %s characters maximum.","Mã sản phẩm nên có tối đa %s ký tự."
SKU,"Mã sản phẩm"
SKU,"Mã sản phẩm"
"Some of the processed products have no SKU value defined. Please fill it prior to performing operations on these products.","Một số sản phẩm giao dịch không xác định được mã sản phẩm. Xin nhập vào nó trước khi thực hiện các hoạt động trên các sản phẩm này."
"Some of the processed products have no SKU value defined. Please fill it prior to performing operations on these products.","Một số sản phẩm giao dịch không xác định được mã sản phẩm. Xin nhập vào nó trước khi thực hiện các hoạt động trên các sản phẩm này."
"Some of the products below do not have all the required options. Please edit them and configure all the required options.","Một số sản phẩm dưới đây không có các tùy chọn yêu cầu. Xin chỉnh sửa chúng và cấu hình tất cả các tùy chọn yêu cầu."
"Some of the selected item options are not currently available.","@FIXME: Một số tùy chọn sản phẩm được chọn hiện không có sẵn."
"Sort By","Sắp xếp theo"
"Sort by","@FIXME: Sắp xếp theo"
"Sort By","Sắp xếp theo"
"Sort Order","Thứ tự sắp xếp"
"Sort Order","Thứ tự sắp xếp"
"Source Model","Mô hình nguồn"
"Source Model","Mô hình nguồn"
"Special Expires On: %s","Đặc biệt hết hạn vào: %s"
"Special Expires On: %s","Đặc biệt hết hạn vào: %s"
"Special Price:","Giá đặc biệt:"
"Special Price: %s","Giá đặc biệt: %s"
"Special Price:","Giá đặc biệt:"
"Special Price: %s","Giá đặc biệt: %s"
"%s - %s",@TODO
"%s - %s",@TODO
"Starting at:","Bắt đầu từ:"
"Starting at:","Bắt đầu từ:"
"Static block and products","Các sản phẩm và khối tĩnh"
"Static block and products","Các sản phẩm và khối tĩnh"
"Static block only","Chỉ cho phép khối tĩnh"
"Static block only","Chỉ cho phép khối tĩnh"
Static,Tĩnh
Static,Tĩnh
Status,"Trạng thái"
Status,"Trạng thái"
"Stock Availability","Trạng thái kho hàng"
"Stock Availability","Trạng thái kho hàng"
Store,"Cửa hàng"
Store,"Cửa hàng"
"Store View","Không gian cửa hàng"
"Store View","Không gian cửa hàng"
Stretch,"Kéo ra"
Stretch,"Kéo ra"
"<strong style=""color:red"">Warning!</strong> Applying MAP by default will hide all product prices on the frontend.","<strong style=""color:red"">Cảnh báo!</strong> Áp dụng MAP mặc định sẽ ẩn tất cả các giá sản phẩm trên giao diện khách hàng."
"<strong style=""color:red"">Warning!</strong> Applying MAP by default will hide all product prices on the frontend.","<strong style=""color:red"">Cảnh báo!</strong> Áp dụng MAP mặc định sẽ ẩn tất cả các giá sản phẩm trên giao diện khách hàng."
"Subscribe to Feed","@FIXME: Theo dõi thức ăn"
"Subscribe to RSS Feed","Đăng ký nhận RSS Feed"
"Subscribe to RSS Feed","Đăng ký nhận RSS Feed"
"Super product attributes configuration","Cấu hình các thuộc tính siêu sản phẩm"
"Super product attributes configuration","Cấu hình các thuộc tính siêu sản phẩm"
"Synonym For","Đồng nghĩa với"
"Synonym for","@FIXME: từ đồng nghĩa với"
"Synonym For","Đồng nghĩa với"
"System Properties","Các đặc điểm hệ thống"
"System Properties","Các đặc điểm hệ thống"
System,"@FIXME: hệ thống"
"Tag Name","Tên thẻ"
"Tag Name","Tên thẻ"
"Tax Class","@FIXME: thuế Lớp"
Tax,Thuế
Tax,Thuế
Template,Mẫu
Template,Mẫu
"Text Area","@FIXME: Khu vực văn bản"
"Text Field","@FIXME: text Field"
Text,"Văn bản"
Text,"Văn bản"
"The attribute code \'%s\' is reserved by system. Please try another attribute code",@TODO
"The attribute model is not defined","Mô hình thuộc tính không được xác định"
"The attribute model is not defined","Mô hình thuộc tính không được xác định"
"The attribute set has been saved.","Nhóm thuộc tính đã được lưu."
"The attribute set has been saved.","Nhóm thuộc tính đã được lưu."
"The base directory to upload file is not specified.","Thư mục cơ sở để tải tập tin lên không được xác định."
"The base directory to upload file is not specified.","Thư mục cơ sở để tải tập tin lên không được xác định."
"The category has been deleted.","Nhóm sản phẩm đã được xóa."
"The category has been deleted.","Nhóm sản phẩm đã được xóa."
"The category has been saved.","Nhóm sản phẩm đã được lưu."
"The category has been saved.","Nhóm sản phẩm đã được lưu."
"The comparison list was cleared.","Danh sách so sánh đã được xóa."
"The comparison list was cleared.","Danh sách so sánh đã được xóa."
"The file '%s' for '%s' has an invalid extension","Tập tin '%s' cho '%s' có phần mở rộng không hợp lệ"
"The file '%s' for '%s' has an invalid extension","Tập tin '%s' cho '%s' có phần mở rộng không hợp lệ"
"The file '%s' you uploaded is larger than %s Megabytes allowed by server","Máy chủ cho phép Quý khách tải lên tập tin '%s' lớn hơn %s Megabytes"
"The file '%s' you uploaded is larger than %s Megabytes allowed by server","Máy chủ cho phép Quý khách tải lên tập tin '%s' lớn hơn %s Megabytes"
"The file you uploaded is larger than %s Megabytes allowed by server","Máy chủ cho phép Quý khách tải lên tập tin lớn hơn %s Megabytes"
"The file you uploaded is larger than %s Megabytes allowed by server","Máy chủ cho phép Quý khách tải lên tập tin lớn hơn %s Megabytes"
"The filters must be an array.","Các bộ lọc phải là một mảng."
"The filters must be an array.","Các bộ lọc phải là một mảng."
"The Flat Catalog module has a limit of %2\$d filterable and/or sortable attributes. Currently there are %1\$d of them. Please reduce the number of filterable/sortable attributes in order to use this module","Các mô-đun danh mục phẳng giới hạn có %2\$d thuộc tính có thể sắp xếp và/hoặc có thể lọc. Giới hạn hiện nay là %1\$d. Xin giảm số lượng các thuộc tính có thể sắp xếp/ có thể lọc để sử dụng mô-đun này."
"The Flat Catalog module has a limit of %2\$d filterable and/or sortable attributes. Currently there are %1\$d of them. Please reduce the number of filterable/sortable attributes in order to use this module","Các mô-đun danh mục phẳng giới hạn có %2\$d thuộc tính có thể sắp xếp và/hoặc có thể lọc. Giới hạn hiện nay là %1\$d. Xin giảm số lượng các thuộc tính có thể sắp xếp/ có thể lọc để sử dụng mô-đun này."
"The From Date value should be less than or equal to the To Date value.","@FIXME: Các tài liệu Từ ngày giá trị nên được ít hơn hoặc bằng với giá trị Đến ngày."
"The image contents is not valid base64 data.","Hình ảnh có kiểu dữ liệu base64 không hợp lệ."
"The image contents is not valid base64 data.","Hình ảnh có kiểu dữ liệu base64 không hợp lệ."
"The image is not specified.","Hình ảnh không được xác định."
"The image is not specified.","Hình ảnh không được xác định."
"The model collection resource name is not defined.","Tên tài nguyên tập hợp mô hình không được xác định."
"The model collection resource name is not defined.","Tên tài nguyên tập hợp mô hình không được xác định."
"The product attribute has been deleted.","Thuộc tính sản phẩm đã được xóa."
"The product attribute has been deleted.","Thuộc tính sản phẩm đã được xóa."
"The product attribute has been saved.","Thuộc tính sản phẩm đã được lưu."
"The product attribute has been saved.","Thuộc tính sản phẩm đã được lưu."
"The product has been created.","Sản phẩm đã được tạo."
"The product has been created.","Sản phẩm đã được tạo."
"The product has been deleted.","Sản phẩm đã được xóa."
"The product has been deleted.","Sản phẩm đã được xóa."
"The product has been duplicated.","Sản phẩm đã được nhân bản."
"The product has been duplicated.","Sản phẩm đã được nhân bản."
"The product has been saved.","Sản phẩm đã được lưu."
"The product has been saved.","Sản phẩm đã được lưu."
"The product has required options","Sản phẩm có các tùy chọn yêu cầu"
"The product has required options","Sản phẩm có các tùy chọn yêu cầu"
"The product %s has been added to comparison list.","Sản phẩm %s đã được thêm vào danh sách so sánh."
"The product %s has been added to comparison list.","Sản phẩm %s đã được thêm vào danh sách so sánh."
"The product %s has been removed from comparison list.","Sản phẩm %s đã được loại khỏi danh sách so sánh."
"The product %s has been removed from comparison list.","Sản phẩm %s đã được loại khỏi danh sách so sánh."
"There are no customers for this alert.","Không có khách hàng nào cho cảnh báo này."
"There are no customers for this alert","Không có khách hàng nào cho cảnh báo này"
"There are no customers for this alert.","Không có khách hàng nào cho cảnh báo này."
"There are no customers for this alert","Không có khách hàng nào cho cảnh báo này"
"There are no products matching the selection.","Không có sản phẩm nào phù hợp với lựa chọn."
"There are no products matching the selection.","Không có sản phẩm nào phù hợp với lựa chọn."
"There are no %s available.","Không nhận được %s."
"There are no %s available.","Không nhận được %s."
"The review has been deleted","Nhận xét đã được xóa"
"The review has been deleted","Nhận xét đã được xóa"
"The review has been saved.","Nhận xét đã được lưu."
"The review has been saved.","Nhận xét đã được lưu."
"The review was removed by another user or does not exist.","Nhận xét đã được loại bỏ bởi thành viên khác hoặc không tồn tại."
"The review was removed by another user or does not exist.","Nhận xét đã được loại bỏ bởi thành viên khác hoặc không tồn tại."
"There was an error while adding products to websites","@FIXME: Có một lỗi khi thêm sản phẩm đến các trang web"
"There was an error while cleared compare list","@FIXME: Có lỗi khi xóa danh sách so sánh"
"There was an error while removing products from websites","@FIXME: Có một lỗi trong khi loại bỏ các sản phẩm từ các trang web"
"There was an error while request processing.","Lỗi trong quá trình yêu cầu."
"There was an error while request processing.","Lỗi trong quá trình yêu cầu."
"There was an error while updating product(s) attributes","@FIXME: Có lỗi khi cập nhật sản phẩm (s) thuộc tính"
"There was an error while updating product(s) status","@FIXME: Có lỗi khi cập nhật sản phẩm (s ) Tình trạng"
"The search was deleted.","Tìm kiếm đã được xóa."
"The search was deleted.","Tìm kiếm đã được xóa."
"The text is too long","Văn bản quá dài"
"The text is too long","Văn bản quá dài"
"This attribute cannot be deleted.","Không thể xóa thuộc tính này."
"This attribute cannot be deleted.","Không thể xóa thuộc tính này."
"This attribute cannot be edited.","Không thể chỉnh sửa thuộc tính này."
"This attribute cannot be edited.","Không thể chỉnh sửa thuộc tính này."
"This attribute cannot be updated.","Không thể cập nhật thuộc tính này."
"This attribute cannot be updated.","Không thể cập nhật thuộc tính này."
"This attribute is used in configurable products.","Thuộc tính này được sử dụng trong các sản phẩm cấu hình."
"This attribute is used in configurable products.","Thuộc tính này được sử dụng trong các sản phẩm cấu hình."
"This attribute is used in configurable products. You cannot remove it from the attribute set.","Thuộc tính này được sử dụng trong các sản phẩm cấu hình. Quý khách không thể loại nó khỏi nhóm thuộc tính"
"This attribute is used in configurable products. You cannot remove it from the attribute set.","Thuộc tính này được sử dụng trong các sản phẩm cấu hình. Quý khách không thể loại nó khỏi nhóm thuộc tính"
"This attribute no longer exists","Không tồn tại thuộc tính này"
"This Attribute no longer exists","Không tồn tại thuộc tính này"
"This attribute no longer exists","Không tồn tại thuộc tính này"
"This Attribute no longer exists","Không tồn tại thuộc tính này"
"This attribute set no longer exists.","Không tồn tại nhóm thuộc tính này."""
"This attribute set no longer exists.","Không tồn tại nhóm thuộc tính này."""
"This group contains attributes, used in configurable products. Please move these attributes to another group and try again.","Nhóm này chứa các thuộc tính được sử dụng trong các sản phẩm cấu hình. Xin di chuyển các thuộc tính này sang nhóm khác và thử lại."
"This group contains attributes, used in configurable products. Please move these attributes to another group and try again.","Nhóm này chứa các thuộc tính được sử dụng trong các sản phẩm cấu hình. Xin di chuyển các thuộc tính này sang nhóm khác và thử lại."
"This group contains system attributes. Please move system attributes to another group and try again.","Nhóm này chứa các thuộc tính hệ thống. Xin di chuyển các thuộc tính hệ thống sang nhóm khác và thử lại."
"This group contains system attributes. Please move system attributes to another group and try again.","Nhóm này chứa các thuộc tính hệ thống. Xin di chuyển các thuộc tính hệ thống sang nhóm khác và thử lại."
"This is a required option","Đây là tùy chọn yêu cầu"
"This is a required option","Đây là tùy chọn yêu cầu"
"This product no longer exists.","Không tồn tại sản phẩm này."
"This product no longer exists.","Không tồn tại sản phẩm này."
"This search no longer exists.","Không tồn tại tìm kiếm này."
"This search no longer exists.","Không tồn tại tìm kiếm này."
"This search no longer exists","@FIXME: Tìm kiếm này không còn tồn tại"
"This setting will be applied when all prices in the specific price interval are equal.","Thiết lập này sẽ được áp dụng khi tất cả các giá trong khoảng giá đặc biệt bằng nhau."
"This setting will be applied when all prices in the specific price interval are equal.","Thiết lập này sẽ được áp dụng khi tất cả các giá trong khoảng giá đặc biệt bằng nhau."
"Tier Pricing","Mức giá"
"Tier Pricing","Mức giá"
Tile,Ngói
Tile,Ngói
"Time Format","Định dạng thời gian"
"Time format","@FIXME: định dạng thời gian"
"Time Format","Định dạng thời gian"
Title,"Tiêu đề"
Title,"Tiêu đề"
Top/Left,Trên/Trái
Top/Left,Trên/Trái
Top/Right,Trên/Phải
Top/Right,Trên/Phải
"To reindex the enabled product(s), the store or product must be specified","Để lập lại chỉ mục (các) sản phẩm đã được kích hoạt, phải xác định cửa hàng hoặc sản phẩm"
"To reindex the enabled product(s), the store or product must be specified","Để lập lại chỉ mục (các) sản phẩm đã được kích hoạt, phải xác định cửa hàng hoặc sản phẩm"
"To see product price, add this item to your cart. You can always remove it later.","Để xem giá sản phẩm, thêm mặt hàng này vào giỏ hàng của Quý khách. Quý khách luôn có thể loại bỏ nó sau này."
"To see product price, add this item to your cart. You can always remove it later.","Để xem giá sản phẩm, thêm mặt hàng này vào giỏ hàng của Quý khách. Quý khách luôn có thể loại bỏ nó sau này."
"Total incl. Tax: %1$s","Tổng số bao gồm thuế: %1$s"
"Total incl. Tax: %1$s","Tổng số bao gồm thuế: %1$s"
"Total of %d record(s) have been deleted.","Tổng số %d bản ghi đã được xóa."
"Total of %d record(s) have been deleted.","Tổng số %d bản ghi đã được xóa."
"Total of %d record(s) have been updated.","Tổng số %d bản ghi đã được cập nhật."
"Total of %d record(s) have been updated.","Tổng số %d bản ghi đã được cập nhật."
"Total of %d record(s) were successfully deleted",@TODO
"Total of %d record(s) were successfully updated",@TODO
"Total of %d record(s) were updated","Tổng số %d bản ghi đã được cập nhật"
"Total of %d record(s) were updated","Tổng số %d bản ghi đã được cập nhật"
"Total Qty Base Items","Tổng số lượng mặt hàng cơ bản"
"Total Qty Base Items","Tổng số lượng mặt hàng cơ bản"
"Total Qty Content Items","@FIXME: Tổng số Số lượng các Content Item"
Type,Loại
Type,Loại
"Unable to complete request. Please try again later.","@FIXME: Không thể hoàn thành yêu cầu. Vui lòng thử lại sau."
"Unable to complete this request.","Không hoàn thành yêu cầu này."
"Unable to complete this request.","Không hoàn thành yêu cầu này."
"Unable to find an attribute to delete.","Không tìm thấy thuộc tính để xóa."
"Unable to find an attribute to delete.","Không tìm thấy thuộc tính để xóa."
"Unable to find an attribute to delete","@FIXME: Không thể tìm thấy một thuộc tính để xóa"
"Unable to find a search term to delete.","Không tìm thấy từ khóa tìm kiếm để xóa."
"Unable to find a search term to delete.","Không tìm thấy từ khóa tìm kiếm để xóa."
"Unable to find a search term to delete","@FIXME: Không thể tìm thấy một thuật ngữ tìm kiếm để xóa"
"Unable to get product id.","@FIXME: Không thể có được mã sản phẩm."
"Unable to get the product ID.","Không nhận được ID sản phẩm."
"Unable to get the product ID.","Không nhận được ID sản phẩm."
"Unassigned Attributes","Các thuộc tính chưa gán"
"Unassigned Attributes","Các thuộc tính chưa gán"
"Unique Value (not shared with other products)","@FIXME: Giá trị duy nhất ( không được chia sẻ với các sản phẩm khác )"
"Unique Value","@FIXME: Giá trị độc đáo"
"Unknown attribute: %s.","Thuộc tính không xác định: %s."
"Unknown attribute: %s.","Thuộc tính không xác định: %s."
"Unknown attribute: %s",@TODO
"Unknown EAV indexer type ""%s"".","Loại chỉ mục EAV không xác định ""%s""."
"Unknown EAV indexer type ""%s"".","Loại chỉ mục EAV không xác định ""%s""."
"unselect all","bỏ chọn tất cả"
"unselect all","bỏ chọn tất cả"
"Unsupported product type ""%s"".","Loại sản phẩm không hỗ trợ ""%s""."
"Unsupported product type ""%s"".","Loại sản phẩm không hỗ trợ ""%s""."
"Update assigned product","Cập nhật sản phẩm đã được gán"
"Update assigned product","Cập nhật sản phẩm đã được gán"
"Update attribute","Cập nhật thuộc tính"
"Update attributes","Cập nhật các thuộc tính"
"Update Attributes","Cập nhật các thuộc tính"
"Update attributes","Cập nhật các thuộc tính"
"Update Attributes","Cập nhật các thuộc tính"
"Update attribute","Cập nhật thuộc tính"
"Update category","Cập nhật nhóm sản phẩm"
"Update category","Cập nhật nhóm sản phẩm"
Update,"Cập nhật"
"Update custom option of product","Cập nhật tùy chọn tùy chỉnh của sản phẩm"
"Update custom option of product","Cập nhật tùy chọn tùy chỉnh của sản phẩm"
"Update product","Cập nhật sản phẩm"
"Update product image","Cập nhật hình ảnh sản phẩm"
"Update product image","Cập nhật hình ảnh sản phẩm"
"Update product link","Cập nhật liên kết sản phẩm"
"Update product link","Cập nhật liên kết sản phẩm"
"Update product tier prices","Cập nhật các mức giá sản phẩm"
"Update product tier prices","Cập nhật các mức giá sản phẩm"
"Update product","Cập nhật sản phẩm"
"Update Tier Price","Cập nhật mức giá"
"Update Tier Price","Cập nhật mức giá"
Update,"Cập nhật"
"Update value of custom option","Cập nhật giá trị tùy chọn tùy chỉnh"
"Update value of custom option","Cập nhật giá trị tùy chọn tùy chỉnh"
"Upload new product image ","Tải lên hình ảnh sản phẩm mới "
"Upload new product image ","Tải lên hình ảnh sản phẩm mới "
Up-sells,"Bán sản phẩm cùng loại có giá trị cao hơn (Up-sells)"
Up-sells,"Bán sản phẩm cùng loại có giá trị cao hơn (Up-sells)"
"Url rewrie save problem.","@FIXME: Rewrie Url cứu vấn đề."
"URL Rewrite Management","Quản lý sao chép URL"
"Url Rewrite Management","@FIXME: Quản lý Rewrite Url"
"URL Rewrite Management","Quản lý sao chép URL"
Url,"@FIXME: url"
"Use Canonical Link Meta Tag For Categories","Sử dụng thẻ Meta liên kết chính tắc cho các nhóm sản phẩm"
"Use Canonical Link Meta Tag For Categories","Sử dụng thẻ Meta liên kết chính tắc cho các nhóm sản phẩm"
"Use Canonical Link Meta Tag For Products","Sử dụng thẻ Meta liên kết chính tắc cho các sản phẩm"
"Use Canonical Link Meta Tag For Products","Sử dụng thẻ Meta liên kết chính tắc cho các sản phẩm"
"Use Categories Path for Product URLs","Sử dụng đường dẫn nhóm sản phẩm cho các URL sản phẩm"
"Use categories path for product URLs","@FIXME: Sử dụng các loại đường cho các URL sản phẩm"
"Use Categories Path for Product URLs","Sử dụng đường dẫn nhóm sản phẩm cho các URL sản phẩm"
"Use Config Settings","Sử dụng các thiết lập cấu hình"
"Use Config Settings","Sử dụng các thiết lập cấu hình"
"Use config","Sử dụng cấu hình"
"Use config","Sử dụng cấu hình"
"Use default","Sử dụng mặc định"
"Use default","Sử dụng mặc định"
"Use Default Value","Sử dụng giá trị mặc định"
"Use Default Value","Sử dụng giá trị mặc định"
"Used for Sorting in Product Listing","Sử dụng trong việc sắp xếp liệt kê sản phẩm"
"Used for sorting in product listing","@FIXME: Được sử dụng để phân loại trong danh sách sản phẩm"
"Used for Sorting in Product Listing","Sử dụng trong việc sắp xếp liệt kê sản phẩm"
"Used in Product Listing","Sử dụng trong liệt kê sản phẩm"
"Used in product listing","@FIXME: Được sử dụng trong danh sách sản phẩm"
"Used in Product Listing","Sử dụng trong liệt kê sản phẩm"
"Use Flat Catalog Category","Sử dụng danh mục nhóm hàng hóa phẳng"
"Use Flat Catalog Category","Sử dụng danh mục nhóm hàng hóa phẳng"
"Use Flat Catalog Product","Sử dụng danh mục sản phẩm phẳng"
"Use Flat Catalog Product","Sử dụng danh mục sản phẩm phẳng"
"Use for Promo Rule Conditions","Sử dụng cho các điều kiện quy tắc khuyến mãi"
"Use for Promo Rule Conditions","Sử dụng cho các điều kiện quy tắc khuyến mãi"
"Use four-digit year format.","Sử dụng định dạng năm 4 ký tự (2012)."
"Use four-digit year format.","Sử dụng định dạng năm 4 ký tự (2012)."
"Use in Advanced Search","Sử dụng trong tìm kiếm cao cấp"
"Use in advanced search","@FIXME: Sử dụng trong tìm kiếm nâng cao"
"Use in Advanced Search","Sử dụng trong tìm kiếm cao cấp"
"Use in Layered Navigation<br/>(Can be used only with catalog input type 'Dropdown')","Sử dụng trong điều hướng phân lớp<br/>(Có thể chỉ sử dụng với danh mục loại đầu vào 'Thả xuống')"
"Use in Layered Navigation<br/>(Can be used only with catalog input type 'Dropdown')","Sử dụng trong điều hướng phân lớp<br/>(Có thể chỉ sử dụng với danh mục loại đầu vào 'Thả xuống')"
"Use In Layered Navigation<br/>(Can be used only with catalog input type 'Dropdown')","@FIXME: Sử dụng Trong Layered Navigation \u003cbr/\u003e ( có thể chỉ được sử dụng với danh mục loại đầu vào Dropdown )"
"Use in Layered Navigation","Sử dụng trong điều hướng phân lớp"
"Use In Layered Navigation","Sử dụng trong điều hướng phân lớp"
"Use in Layered Navigation","Sử dụng trong điều hướng phân lớp"
"Use In Layered Navigation","Sử dụng trong điều hướng phân lớp"
"Use in Quick Search","Sử dụng trong tìm kiếm nhanh"
"Use in quick search","@FIXME: Sử dụng trong tìm kiếm nhanh"
"Use in Quick Search","Sử dụng trong tìm kiếm nhanh"
"Use In Search Results Layered Navigation","Sử dụng trong điều hướng phân lớp các kết quả tìm kiếm"
"Use In Search Results Layered Navigation","Sử dụng trong điều hướng phân lớp các kết quả tìm kiếm"
"Use JavaScript Calendar","Sử dụng lịch JavaScript"
"Use JavaScript Calendar","Sử dụng lịch JavaScript"
"Use Static URLs for Media Content in WYSIWYG for Catalog","Sử dụng các URL tính cho nội dung truyền thông trong WYSIWYG cho danh mục"
"Use Static URLs for Media Content in WYSIWYG for Catalog","Sử dụng các URL tính cho nội dung truyền thông trong WYSIWYG cho danh mục"
"Use To Create Configurable Product","Sử dụng để tạo sản phẩm cấu hình"
"Use To Create Configurable Product","Sử dụng để tạo sản phẩm cấu hình"
"Use Tree Like Category Sitemap","Sử dụng cây như Sitemap danh mục"
"Use Tree Like Category Sitemap","Sử dụng cây như Sitemap danh mục"
"Value for ""%s"" is invalid.","Giá trị cho ""%s"" không hợp lệ."
"Value for ""%s"" is invalid: %s","Giá trị cho ""%s"" không hợp lệ: %s"
"Value for ""%s"" is invalid: %s","Giá trị cho ""%s"" không hợp lệ: %s"
"Value for ""%s"" is invalid.","Giá trị cho ""%s"" không hợp lệ."
"Values Required","@FIXME: Giá trị Bắt buộc"
Varchar,"@FIXME: varchar"
Varchar,"@FIXME: varchar"
"View as","Xem với"
"View as","Xem với"
"Virtual Product","Sản phẩm ảo"
"Virtual Product","Sản phẩm ảo"
Visibility,"Khả năng hiển thị"
Visibility,"Khả năng hiển thị"
Visible,"Hiển thị"
"Visible on Catalog Pages on Front-end","Hiển thị trên các trong danh mục trên giao diện khách hàng"
"Visible on Catalog Pages on Front-end","Hiển thị trên các trong danh mục trên giao diện khách hàng"
"Visible on Product View Page on Front-end","Hiện thị trên trang xem sản phẩm trên giao diện khách hàng"
